line	position	token	alt
p1_r01	1	=Monsieur
p1_r01	2	=Je
p1_r01	3	=receu
p1_r01	4	=vre.
p1_r01	5	=lre.
p1_r01	6	=du
p1_r01	7	=xxj.me
p1_r01	8	=de
p1_r01	9	=febvrier
p1_r01	10	=et
p1_r01	11	=bien
p1_r01	12	=ce
p1_r01	13	=que
p1_r01	14	=vous
p1_r01	15	=mandez
p1_r01	16	=de
p1_r01	17	=la
p1_r01	18	=responce
p1_r01	19	=de
p1_r01	20	=voz
p1_r01	21	=affres.
p1_r01	22	=Roy
p1_r02	1	=Pour
p1_r02	2	=ce
p1_r02	3	=que
p1_r02	4	=voy	=vous
p1_r02	5	=dois	=doibz
p1_r02	6	=ce
p1_r02	7	=suppliant
p1_r02	8	=treshumblement
p1_r02	9	=de
p1_r02	10	=vous
p1_r02	11	=vouloir
p1_r02	12	=continuer
p1_r02	13	=voz
p1_r02	14	=benedictions.
p1_r02	15	=Et
p1_r02	16	=quant
p1_r02	17	=a
p1_r02	18	=nous
p1_r03	1	=Je
p1_r03	2	=vous
p1_r03	3	=diray
p1_r03	4	=sy
p1_r03	5	=bref
p1_r03	6	=que
p1_r03	7	=scay
p1_r03	8	=depuis
p1_r03	9	=le
p1_r03	10	=xxij.me
p1_r03	11	=de
p1_r03	12	=febvrier
p1_r03	13	150
p1_r03	14	141
p1_r03	15	54
p1_r03	16	38
p1_r03	17	26
p1_r03	18	62
p1_r03	19	22
p1_r03	20	68
p1_r03	21	81
p1_r03	22	27
p1_r03	23	47
p1_r03	24	29
p1_r03	25	149
p1_r03	26	65
p1_r03	27	6
p1_r03	28	25
p1_r04	1	78
p1_r04	2	111
p1_r04	3	42
p1_r04	4	30
p1_r04	5	12
p1_r04	6	67
p1_r04	7	26
p1_r04	8	12
p1_r04	9	88
p1_r04	10	77
p1_r04	11	116
p1_r04	12	51
p1_r04	13	31
p1_r04	14	33
p1_r04	15	69
p1_r04	16	36
p1_r04	17	81
p1_r04	18	27
p1_r04	19	47
p1_r04	20	28
p1_r04	21	42
p1_r04	22	2
p1_r04	23	31
p1_r04	24	62
p1_r04	25	14
p1_r04	26	67	68
p1_r04	27	4
p1_r05	1	72
p1_r05	2	12
p1_r05	3	276
p1_r05	4	=y
p1_r05	5	=sont
p1_r05	6	=bonne
p1_r05	7	=disposition,
p1_r05	8	81
p1_r05	9	32
p1_r05	10	150
p1_r05	11	71
p1_r05	12	2
p1_r05	13	26
p1_r05	14	14
p1_r05	15	38
p1_r05	16	66
p1_r05	17	77
p1_r05	18	42
p1_r05	19	40
p1_r05	20	27
p1_r05	21	73	13
p1_r05	22	9
p1_r05	23	4
p1_r05	24	27
p1_r06	1	85
p1_r06	2	117
p1_r06	3	59
p1_r06	4	25
p1_r06	5	77
p1_r06	6	8A	84
p1_r06	7	127
p1_r06	8	138
p1_r06	9	73
p1_r06	10	42
p1_r06	11	77
p1_r06	12	113
p1_r06	13	12
p1_r06	14	28
p1_r06	15	63
p1_r06	16	79
p1_r06	17	39
p1_r06	18	74
p1_r06	19	61
p1_r06	20	9
p1_r06	21	40
p1_r06	22	4
p1_r06	23	12
p1_r06	24	83
p1_r06	25	3
p1_r06	26	83
p1_r07	1	16
p1_r07	2	26
p1_r07	3	71
p1_r07	4	27
p1_r07	5	36
p1_r07	6	46
p1_r07	7	53
p1_r07	8	74
p1_r07	9	46
p1_r07	10	37
p1_r07	11	81
p1_r07	12	101
p1_r07	13	29
p1_r07	14	64
p1_r07	15	6
p1_r07	16	38
p1_r07	17	72
p1_r07	18	12
p1_r07	19	26
p1_r07	20	82
p1_r07	21	102
p1_r07	22	22
p1_r07	23	28
p1_r07	24	150
p1_r08	1	82
p1_r08	2	37
p1_r08	3	26
p1_r08	4	33
p1_r08	5	57
p1_r08	6	22
p1_r08	7	48
p1_r08	8	29
p1_r08	9	62
p1_r08	10	42
p1_r08	11	27
p1_r08	12	19
p1_r08	13	25
p1_r08	14	7
p1_r08	15	28
p1_r08	16	62
p1_r08	17	54
p1_r08	18	40
p1_r08	19	29
p1_r08	20	62
p1_r08	21	83
p1_r08	22	9
p1_r08	23	2
p1_r08	24	28
p1_r08	25	16
p1_r09	1	103
p1_r09	2	72
p1_r09	3	33
p1_r09	4	46
p1_r09	5	28
p1_r09	6	73
p1_r09	7	27
p1_r09	8	25
p1_r09	9	56
p1_r09	10	24
p1_r09	11	113	43
p1_r09	12	82
p1_r09	13	23
p1_r09	14	27
p1_r09	15	81
p1_r09	16	2
p1_r09	17	77
p1_r09	18	69
p1_r09	19	104
p1_r09	20	74
p1_r09	21	31
p1_r09	22	60
p1_r09	23	59
p1_r09	24	40
p1_r09	25	25
p1_r10	1	42
p1_r10	2	92
p1_r10	3	10
p1_r10	4	38
p1_r10	5	9
p1_r10	6	4
p1_r10	7	12
p1_r10	8	41
p1_r10	9	13
p1_r10	10	77
p1_r10	11	84
p1_r10	12	4
p1_r10	13	34
p1_r10	14	67
p1_r10	15	13
p1_r10	16	68
p1_r10	17	72
p1_r10	18	83
p1_r10	19	37
p1_r10	20	26
p1_r10	21	72
p1_r10	22	4
p1_r10	23	34
p1_r10	24	87
p1_r10	25	38
p1_r11	1	65
p1_r11	2	25
p1_r11	3	68
p1_r11	4	82
p1_r11	5	22
p1_r11	6	61
p1_r11	7	39
p1_r11	8	67
p1_r11	9	4
p1_r11	10	12
p1_r11	11	60
p1_r11	12	84
p1_r11	13	39
p1_r11	14	26
p1_r11	15	130
p1_r11	16	128
p1_r11	17	136
p1_r11	18	46
p1_r11	19	52
p1_r11	20	28
p1_r11	21	84
p1_r11	22	112
p1_r11	23	42
p1_r11	24	27
p1_r12	1	54
p1_r12	2	40
p1_r12	3	27
p1_r12	4	9
p1_r12	5	4
p1_r12	6	35
p1_r12	7	16
p1_r12	8	101
p1_r12	9	114
p1_r12	10	43
p1_r12	11	12
p1_r12	12	79
p1_r12	13	40
p1_r12	14	29
p1_r12	15	9
p1_r12	16	28
p1_r12	17	77
p1_r12	18	59
p1_r12	19	12
p1_r12	20	202
p1_r12	21	12
p1_r12	22	201
p1_r12	23	12
p1_r13	1	279
p1_r13	2	=mesmes
p1_r13	3	=chose
p1_r13	4	=que
p1_r13	5	=a
p1_r13	6	=cy
p1_r13	7	=prins
p1_r13	8	=buisson
p1_r13	9	=comme
p1_r13	10	=bons
p1_r13	11	=francs.
p1_r13	12	59
p1_r13	13	37
p1_r13	14	25
p1_r13	15	76
p1_r13	16	2
p1_r13	17	31
p1_r13	18	142
p1_r13	19	51
p1_r13	20	52
p1_r13	21	61
p1_r13	22	2
p1_r14	1	33
p1_r14	2	12
p1_r14	3	42
p1_r14	4	88
p1_r14	5	62
p1_r14	6	13
p1_r14	7	82
p1_r14	8	40
p1_r14	9	62
p1_r14	10	7
p1_r14	11	41
p1_r14	12	54
p1_r14	13	39
p1_r14	14	29
p1_r14	15	67
p1_r14	16	38
p1_r14	17	26
p1_r14	18	73
p1_r14	19	27
p1_r14	20	33
p1_r14	21	142
p1_r14	22	121
p1_r14	23	133
p1_r15	1	62
p1_r15	2	74
p1_r15	3	4
p1_r15	4	27
p1_r15	5	48
p1_r15	6	26
p1_r15	7	57
p1_r15	8	101
p1_r15	9	52
p1_r15	10	12
p1_r15	11	54
p1_r15	12	40
p1_r15	13	27
p1_r15	14	67
p1_r15	15	2
p1_r15	16	77
p1_r15	17	62
p1_r15	18	46
p1_r15	19	105
p1_r15	20	27
p1_r15	21	31
p1_r15	22	67
p1_r15	23	29
p1_r15	24	12
p1_r15	25	7
p1_r16	1	56
p1_r16	2	102
p1_r16	3	29
p1_r16	4	12
p1_r16	5	12
p1_r16	6	6
p1_r16	7	41
p1_r16	8	47
p1_r16	9	39
p1_r16	10	72
p1_r16	11	81
p1_r16	12	31
p1_r16	13	54
p1_r16	14	39
p1_r16	15	29
p1_r16	16	74
p1_r16	17	116
p1_r16	18	47
p1_r16	19	26
p1_r16	20	148
p1_r16	21	81
p1_r16	22	120
p1_r16	23	56
p1_r16	24	61
p1_r17	1	60
p1_r17	2	12
p1_r17	3	26
p1_r17	4	74
p1_r17	5	26
p1_r17	6	27
p1_r17	7	77
p1_r17	8	62
p1_r17	9	87
p1_r17	10	46
p1_r17	11	12
p1_r17	12	88
p1_r17	13	77
p1_r17	14	116
p1_r17	15	68
p1_r17	16	117
p1_r17	17	2
p1_r17	18	22
p1_r17	19	91
p1_r17	20	64
p1_r17	21	119
p1_r17	22	27
p1_r17	23	77
p1_r17	24	69
p1_r17	25	33
p1_r18	1	16
p1_r18	2	111
p1_r18	3	37
p1_r18	4	49
p1_r18	5	4
p1_r18	6	33
p1_r18	7	=Et
